Time,Channel A
(ms),(V)

-5.00346022,0.00061037
-5.00218022,-0.08850367
-5.00090022,0.00061037
-4.99962022,0.00061037
-4.99834022,0.08972442
-4.99706022,0.00061037
-4.99578022,0.00061037
-4.99450022,0.00061037
-4.99322022,0.08972442
-4.99194022,0.00061037
-4.99066022,0.00061037
-4.98938022,0.00061037
-4.98810022,0.00061037
-4.98682022,0.00061037
-4.98554022,0.00061037
-4.98426022,0.00061037
-4.98298022,0.00061037
-4.98170022,0.00061037
-4.98042022,0.00061037
-4.97914022,0.00061037
-4.97786022,0.00061037
-4.97658022,0.00061037
-4.97530022,0.00061037
-4.97402022,0.00061037
-4.97274022,0.00061037
-4.97146022,0.00061037
-4.97018022,-0.08850367
-4.96890022,0.00061037
-4.96762022,0.00061037
-4.96634022,-0.08850367
-4.96506022,-0.08850367
-4.96378022,-0.08850367
-4.96250022,-0.08850367
-4.96122022,-0.08850367
-4.95994022,-0.08850367
-4.95866022,0.00061037
-4.95738022,0.00061037
-4.95610022,0.00061037
-4.95482022,0.00061037
-4.95354022,0.00061037
-4.95226022,0.00061037
-4.95098022,0.00061037
-4.94970022,0.00061037
-4.94842022,0.00061037
-4.94714022,0.00061037
-4.94586022,-0.08850367
-4.94458022,0.00061037
-4.94330022,-0.08850367
-4.94202022,0.00061037
-4.94074022,0.00061037
-4.93946022,0.00061037
-4.93818022,0.00061037
-4.93690022,0.00061037
-4.93562022,0.00061037
-4.93434022,0.00061037
-4.93306022,0.00061037
-4.93178022,0.08972442
-4.93050022,0.00061037
-4.92922022,0.00061037
-4.92794022,0.08972442
-4.92666022,0.00061037
-4.92538022,0.00061037
-4.92410022,0.00061037
-4.92282022,0.08972442
-4.92154022,0.08972442
-4.92026022,0.08972442
-4.91898022,0.08972442
-4.91770022,0.08972442
-4.91642022,0.00061037
-4.91514022,0.08972442
-4.91386022,0.08972442
-4.91258022,0.08972442
-4.91130022,0.08972442
-4.91002022,0.08972442
-4.90874022,0.00061037
-4.90746022,0.08972442
-4.90618022,0.08972442
-4.90490022,0.00061037
-4.90362022,0.08972442
-4.90234022,0.08972442
-4.90106022,0.00061037
-4.89978022,0.08972442
-4.89850022,0.00061037
-4.89722022,0.00061037
-4.89594022,0.00061037
-4.89466022,0.00061037
-4.89338022,0.00061037
-4.89210022,0.08972442
-4.89082022,0.00061037
-4.88954022,0.00061037
-4.88826022,0.00061037
-4.88698022,0.00061037
-4.88570022,0.08972442
-4.88442022,0.08972442
-4.88314022,0.08972442
-4.88186022,0.00061037
-4.88058022,0.08972442
-4.87930022,0.00061037
-4.87802022,0.00061037
-4.87674022,0.00061037
-4.87546022,0.00061037
-4.87418022,0.00061037
-4.87290022,0.00061037
-4.87162022,0.00061037
-4.87034022,0.00061037
-4.86906022,0.00061037
-4.86778022,0.00061037
-4.86650022,0.00061037
-4.86522022,0.00061037
-4.86394022,0.00061037
-4.86266022,0.00061037
-4.86138022,0.00061037
-4.86010022,0.00061037
-4.85882022,0.00061037
-4.85754022,0.00061037
-4.85626022,0.00061037
-4.85498022,0.00061037
-4.85370022,0.00061037
