Time,Channel A
(ms),(V)

-5.00268582,-0.80141604
-5.00140582,-0.89053011
-5.00012582,-0.89053011
-4.99884582,-0.89053011
-4.99756582,-0.89053011
-4.99628582,-0.89053011
-4.99500582,-0.97964418
-4.99372582,-0.89053011
-4.99244582,-0.97964418
-4.99116582,-0.97964418
-4.98988582,-0.97964418
-4.98860582,-0.97964418
-4.98732582,-0.97964418
-4.98604582,-0.97964418
-4.98476582,-0.97964418
-4.98348582,-0.97964418
-4.98220582,-0.97964418
-4.98092582,-0.97964418
-4.97964582,-0.97964418
-4.97836582,-0.97964418
-4.97708582,-0.97964418
-4.97580582,-0.97964418
-4.97452582,-0.97964418
-4.97324582,-0.97964418
-4.97196582,-0.97964418
-4.97068582,-0.97964418
-4.96940582,-0.97964418
-4.96812582,-0.97964418
-4.96684582,-0.97964418
-4.96556582,-0.97964418
-4.96428582,-0.97964418
-4.96300582,-0.97964418
-4.96172582,-0.97964418
-4.96044582,-0.97964418
-4.95916582,-0.97964418
-4.95788582,-0.97964418
-4.95660582,-0.97964418
-4.95532582,-0.97964418
-4.95404582,-0.97964418
-4.95276582,-0.97964418
-4.95148582,-0.97964418
-4.95020582,-0.97964418
-4.94892582,-0.97964418
-4.94764582,-1.06875825
-4.94636582,-0.97964418
-4.94508582,-0.97964418
-4.94380582,-0.97964418
-4.94252582,-0.97964418
-4.94124582,-0.97964418
-4.93996582,-0.97964418
-4.93868582,-1.06875825
-4.93740582,-0.97964418
-4.93612582,-0.97964418
-4.93484582,-0.97964418
-4.93356582,-0.97964418
-4.93228582,-0.97964418
-4.93100582,-0.97964418
-4.92972582,-0.97964418
-4.92844582,-0.97964418
-4.92716582,-0.97964418
-4.92588582,-0.97964418
-4.92460582,-0.97964418
-4.92332582,-0.97964418
-4.92204582,-0.97964418
-4.92076582,-0.97964418
-4.91948582,-0.97964418
-4.91820582,-0.97964418
-4.91692582,-0.97964418
-4.91564582,-0.97964418
-4.91436582,-0.97964418
-4.91308582,-0.97964418
-4.91180582,-0.97964418
-4.91052582,-0.97964418
-4.90924582,-0.97964418
-4.90796582,-0.97964418
-4.90668582,-0.97964418
-4.90540582,-0.97964418
-4.90412582,-0.89053011
-4.90284582,-0.97964418
-4.90156582,-0.89053011
-4.90028582,-0.97964418
-4.89900582,-0.97964418
-4.89772582,-0.97964418
-4.89644582,-0.97964418
-4.89516582,-0.97964418
-4.89388582,-0.97964418
-4.89260582,-0.97964418
-4.89132582,-0.89053011
-4.89004582,-0.97964418
-4.88876582,-0.97964418
-4.88748582,-0.97964418
-4.88620582,-0.97964418
-4.88492582,-0.97964418
-4.88364582,-0.89053011
-4.88236582,-0.97964418
-4.88108582,-0.97964418
-4.87980582,-0.97964418
-4.87852582,-0.97964418
-4.87724582,-0.97964418
-4.87596582,-0.97964418
-4.87468582,-0.89053011
-4.87340582,-0.97964418
-4.87212582,-0.89053011
-4.87084582,-0.89053011
-4.86956582,-0.89053011
-4.86828582,-0.89053011
-4.86700582,-0.89053011
-4.86572582,-0.89053011
-4.86444582,-0.89053011
-4.86316582,-0.89053011
