Time,Channel A
(ms),(V)

-5.00333309,0.62440872
-5.00205309,1.15909302
-5.00077309,1.51554918
-4.99949309,1.87200534
-4.99821309,2.13934755
-4.99693309,2.31757569
-4.99565309,2.49580359
-4.99437309,2.58491778
-4.99309309,2.67403173
-4.99181309,2.76314592
-4.99053309,2.76314592
-4.98925309,2.76314592
-4.98797309,2.85225987
-4.98669309,2.85225987
-4.98541309,2.85225987
-4.98413309,2.94137383
-4.98285309,2.94137383
-4.98157309,2.94137383
-4.98029309,2.94137383
-4.97901309,2.94137383
-4.97773309,2.94137383
-4.97645309,2.94137383
-4.97517309,3.03048801
-4.97389309,3.03048801
-4.97261309,2.94137383
-4.97133309,2.94137383
-4.97005309,2.94137383
-4.96877309,2.94137383
-4.96749309,2.94137383
-4.96621309,2.94137383
-4.96493309,2.94137383
-4.96365309,2.94137383
-4.96237309,2.94137383
-4.96109309,2.94137383
-4.95981309,2.94137383
-4.95853309,2.94137383
-4.95725309,3.03048801
-4.95597309,2.94137383
-4.95469309,2.94137383
-4.95341309,2.94137383
-4.95213309,2.94137383
-4.95085309,2.94137383
-4.94957309,2.85225987
-4.94829309,2.94137383
-4.94701309,2.94137383
-4.94573309,2.94137383
-4.94445309,2.94137383
-4.94317309,2.94137383
-4.94189309,2.94137383
-4.94061309,2.94137383
-4.93933309,2.94137383
-4.93805309,2.94137383
-4.93677309,2.94137383
-4.93549309,2.94137383
-4.93421309,2.94137383
-4.93293309,2.94137383
-4.93165309,2.94137383
-4.93037309,3.03048801
-4.92909309,2.94137383
-4.92781309,2.94137383
-4.92653309,2.94137383
-4.92525309,2.94137383
-4.92397309,2.94137383
-4.92269309,2.94137383
-4.92141309,2.94137383
-4.92013309,2.94137383
-4.91885309,2.94137383
-4.91757309,3.03048801
-4.91629309,3.03048801
-4.91501309,2.94137383
-4.91373309,2.94137383
-4.91245309,3.03048801
-4.91117309,2.94137383
-4.90989309,2.94137383
-4.90861309,2.94137383
-4.90733309,2.94137383
-4.90605309,2.94137383
-4.90477309,2.94137383
-4.90349309,2.94137383
-4.90221309,2.94137383
-4.90093309,2.94137383
-4.89965309,2.94137383
-4.89837309,2.94137383
-4.89709309,3.03048801
-4.89581309,2.94137383
-4.89453309,2.94137383
-4.89325309,2.94137383
-4.89197309,2.94137383
-4.89069309,2.94137383
-4.88941309,2.94137383
-4.88813309,2.94137383
-4.88685309,2.94137383
-4.88557309,2.94137383
-4.88429309,2.94137383
-4.88301309,2.94137383
-4.88173309,2.94137383
-4.88045309,2.94137383
-4.87917309,2.94137383
-4.87789309,2.94137383
-4.87661309,2.94137383
-4.87533309,2.94137383
-4.87405309,2.94137383
-4.87277309,2.94137383
-4.87149309,2.94137383
-4.87021309,2.94137383
-4.86893309,3.03048801
-4.86765309,2.94137383
-4.86637309,2.94137383
-4.86509309,2.94137383
-4.86381309,3.03048801
-4.86253309,2.94137383
-4.86125309,2.94137383
-4.85997309,2.94137383
-4.85869309,2.94137383
-4.85741309,2.94137383
-4.85613309,2.94137383
-4.85485309,2.94137383
-4.85357309,2.94137383
