Time,Channel A
(ms),(V)

-5.00261504,2.94137383
-5.00133504,2.94137383
-5.00005504,2.94137383
-4.99877504,2.94137383
-4.99749504,2.94137383
-4.99621504,2.94137383
-4.99493504,2.94137383
-4.99365504,3.03048801
-4.99237504,2.94137383
-4.99109504,2.94137383
-4.98981504,2.94137383
-4.98853504,3.03048801
-4.98725504,2.94137383
-4.98597504,2.94137383
-4.98469504,2.94137383
-4.98341504,2.94137383
-4.98213504,2.94137383
-4.98085504,2.94137383
-4.97957504,2.94137383
-4.97829504,2.94137383
-4.97701504,2.94137383
-4.97573504,2.94137383
-4.97445504,3.03048801
-4.97317504,2.94137383
-4.97189504,2.94137383
-4.97061504,2.94137383
-4.96933504,2.94137383
-4.96805504,2.94137383
-4.96677504,2.94137383
-4.96549504,2.94137383
-4.96421504,2.94137383
-4.96293504,2.94137383
-4.96165504,2.94137383
-4.96037504,2.94137383
-4.95909504,2.94137383
-4.95781504,2.94137383
-4.95653504,2.94137383
-4.95525504,2.94137383
-4.95397504,2.94137383
-4.95269504,2.94137383
-4.95141504,2.94137383
-4.95013504,2.94137383
-4.94885504,2.94137383
-4.94757504,2.94137383
-4.94629504,2.94137383
-4.94501504,2.94137383
-4.94373504,2.94137383
-4.94245504,2.94137383
-4.94117504,2.94137383
-4.93989504,2.94137383
-4.93861504,2.94137383
-4.93733504,3.03048801
-4.93605504,2.94137383
-4.93477504,2.94137383
-4.93349504,2.94137383
-4.93221504,2.94137383
-4.93093504,2.94137383
-4.92965504,2.94137383
-4.92837504,2.94137383
-4.92709504,2.94137383
-4.92581504,2.94137383
-4.92453504,2.94137383
-4.92325504,2.94137383
-4.92197504,2.94137383
-4.92069504,2.94137383
-4.91941504,2.94137383
-4.91813504,2.94137383
-4.91685504,3.03048801
-4.91557504,2.94137383
-4.91429504,2.94137383
-4.91301504,2.94137383
-4.91173504,2.94137383
-4.91045504,2.94137383
-4.90917504,2.94137383
-4.90789504,2.94137383
-4.90661504,2.94137383
-4.90533504,2.94137383
-4.90405504,2.94137383
-4.90277504,2.94137383
-4.90149504,2.94137383
-4.90021504,3.03048801
-4.89893504,2.94137383
-4.89765504,2.94137383
-4.89637504,2.94137383
-4.89509504,2.94137383
-4.89381504,2.94137383
-4.89253504,2.94137383
-4.89125504,2.94137383
-4.88997504,2.94137383
-4.88869504,2.94137383
-4.88741504,2.94137383
-4.88613504,3.03048801
-4.88485504,2.94137383
-4.88357504,2.94137383
-4.88229504,3.03048801
-4.88101504,2.94137383
-4.87973504,2.94137383
-4.87845504,2.94137383
-4.87717504,2.94137383
-4.87589504,2.94137383
-4.87461504,2.94137383
-4.87333504,2.94137383
-4.87205504,2.94137383
-4.87077504,2.94137383
-4.86949504,2.94137383
-4.86821504,2.94137383
-4.86693504,2.94137383
-4.86565504,2.94137383
-4.86437504,2.94137383
-4.86309504,2.94137383
-4.86181504,2.94137383
-4.86053504,2.94137383
-4.85925504,2.94137383
-4.85797504,2.94137383
-4.85669504,2.94137383
-4.85541504,2.94137383
-4.85413504,2.94137383
-4.85285504,2.94137383
