Time,Channel A
(ms),(V)

-5.00296988,2.85225987
-5.00168988,2.67403173
-5.00040988,2.40668964
-4.99912988,1.60466325
-4.99784988,0.80263680
-4.99656988,-0.08850367
-4.99528988,-0.97964418
-4.99400988,-1.87078464
-4.99272988,-2.76192522
-4.99144988,-3.65306568
-4.99016988,-4.54420614
-4.98888988,-5.43534660
-4.98760988,-6.32679224
-4.98632988,-7.21793270
-4.98504988,-8.10907269
-4.98376988,-8.91109943
-4.98248988,-9.80224037
-4.98120988,-∞
-4.97992988,-∞
-4.97864988,-∞
-4.97736988,-∞
-4.97608988,-∞
-4.97480988,-∞
-4.97352988,-∞
-4.97224988,-∞
-4.97096988,-∞
-4.96968988,-∞
-4.96840988,-∞
-4.96712988,-∞
-4.96584988,-∞
-4.96456988,-∞
-4.96328988,-∞
-4.96200988,-∞
-4.96072988,-∞
-4.95944988,-∞
-4.95816988,-∞
-4.95688988,-∞
-4.95560988,-∞
-4.95432988,-∞
-4.95304988,-∞
-4.95176988,-∞
-4.95048988,-∞
-4.94920988,-∞
-4.94792988,-∞
-4.94664988,-∞
-4.94536988,-∞
-4.94408988,-∞
-4.94280988,-∞
-4.94152988,-∞
-4.94024988,-∞
-4.93896988,-∞
-4.93768988,-∞
-4.93640988,-∞
-4.93512988,-∞
-4.93384988,-∞
-4.93256988,-∞
-4.93128988,-∞
-4.93000988,-∞
-4.92872988,-∞
-4.92744988,-∞
-4.92616988,-∞
-4.92488988,-∞
-4.92360988,-9.53489780
-4.92232988,-8.64375782
-4.92104988,-7.84173107
-4.91976988,-6.95059061
-4.91848988,-6.14856386
-4.91720988,-5.25711823
-4.91592988,-4.45509195
-4.91464988,-3.74217963
-4.91336988,-3.11838126
-4.91208988,-2.49458289
-4.91080988,-2.04901266
-4.90952988,-1.60344243
-4.90824988,-1.24698627
-4.90696988,-0.97964418
-4.90568988,-0.71230203
-4.90440988,-0.44495988
-4.90312988,-0.35584581
-4.90184988,-0.26673177
-4.90056988,-0.08850367
-4.89928988,0.00061037
-4.89800988,0.00061037
-4.89672988,0.08972442
-4.89544988,0.17883846
-4.89416988,0.26795250
-4.89288988,0.26795250
-4.89160988,0.26795250
-4.89032988,0.35706657
-4.88904988,0.35706657
-4.88776988,0.35706657
-4.88648988,0.35706657
-4.88520988,0.44618061
-4.88392988,0.35706657
-4.88264988,0.44618061
-4.88136988,0.44618061
-4.88008988,0.44618061
-4.87880988,0.44618061
-4.87752988,0.44618061
-4.87624988,0.44618061
-4.87496988,0.44618061
-4.87368988,0.44618061
-4.87240988,0.44618061
-4.87112988,0.44618061
-4.86984988,0.53529465
-4.86856988,0.53529465
-4.86728988,0.44618061
-4.86600988,0.44618061
-4.86472988,0.44618061
-4.86344988,0.53529465
-4.86216988,0.53529465
-4.86088988,0.44618061
-4.85960988,0.44618061
-4.85832988,0.44618061
-4.85704988,0.44618061
-4.85576988,0.44618061
-4.85448988,0.44618061
-4.85320988,0.44618061
-4.85192988,0.44618061
-4.85064988,0.44618061
-4.84936988,0.53529465
-4.84808988,0.44618061
-4.84680988,0.44618061
