Time,Channel A
(ms),(V)

-5.00231003,2.94137383
-5.00103003,2.94137383
-4.99975003,2.94137383
-4.99847003,2.94137383
-4.99719003,2.94137383
-4.99591003,2.94137383
-4.99463003,2.94137383
-4.99335003,2.94137383
-4.99207003,2.94137383
-4.99079003,2.94137383
-4.98951003,2.94137383
-4.98823003,2.94137383
-4.98695003,2.94137383
-4.98567003,3.03048801
-4.98439003,3.03048801
-4.98311003,2.94137383
-4.98183003,3.03048801
-4.98055003,2.94137383
-4.97927003,2.94137383
-4.97799003,2.94137383
-4.97671003,2.94137383
-4.97543003,2.94137383
-4.97415003,2.94137383
-4.97287003,2.94137383
-4.97159003,2.94137383
-4.97031003,2.94137383
-4.96903003,2.94137383
-4.96775003,2.94137383
-4.96647003,2.94137383
-4.96519003,2.94137383
-4.96391003,2.94137383
-4.96263003,3.03048801
-4.96135003,2.94137383
-4.96007003,2.94137383
-4.95879003,2.94137383
-4.95751003,2.94137383
-4.95623003,2.94137383
-4.95495003,2.94137383
-4.95367003,2.94137383
-4.95239003,2.94137383
-4.95111003,2.94137383
-4.94983003,2.94137383
-4.94855003,2.94137383
-4.94727003,2.94137383
-4.94599003,2.94137383
-4.94471003,3.03048801
-4.94343003,2.94137383
-4.94215003,2.94137383
-4.94087003,2.94137383
-4.93959003,2.94137383
-4.93831003,2.94137383
-4.93703003,2.94137383
-4.93575003,2.94137383
-4.93447003,2.94137383
-4.93319003,2.94137383
-4.93191003,3.03048801
-4.93063003,2.94137383
-4.92935003,2.94137383
-4.92807003,2.94137383
-4.92679003,2.94137383
-4.92551003,2.94137383
-4.92423003,2.94137383
-4.92295003,2.94137383
-4.92167003,2.94137383
-4.92039003,2.94137383
-4.91911003,2.94137383
-4.91783003,2.94137383
-4.91655003,2.94137383
-4.91527003,2.94137383
-4.91399003,2.94137383
-4.91271003,3.03048801
-4.91143003,2.94137383
-4.91015003,2.94137383
-4.90887003,2.94137383
-4.90759003,2.94137383
-4.90631003,2.94137383
-4.90503003,2.94137383
-4.90375003,2.94137383
-4.90247003,2.94137383
-4.90119003,2.94137383
-4.89991003,2.94137383
-4.89863003,2.94137383
-4.89735003,2.94137383
-4.89607003,2.94137383
-4.89479003,2.94137383
-4.89351003,2.94137383
-4.89223003,2.94137383
-4.89095003,2.94137383
-4.88967003,2.94137383
-4.88839003,2.94137383
-4.88711003,2.94137383
-4.88583003,2.94137383
-4.88455003,2.94137383
-4.88327003,2.94137383
-4.88199003,2.94137383
-4.88071003,2.94137383
-4.87943003,2.94137383
-4.87815003,2.94137383
-4.87687003,2.94137383
-4.87559003,3.03048801
-4.87431003,2.94137383
-4.87303003,2.94137383
-4.87175003,2.94137383
-4.87047003,2.94137383
-4.86919003,2.94137383
-4.86791003,2.94137383
-4.86663003,2.94137383
-4.86535003,2.94137383
-4.86407003,2.94137383
-4.86279003,2.94137383
-4.86151003,2.94137383
-4.86023003,2.94137383
-4.85895003,2.94137383
-4.85767003,3.03048801
-4.85639003,2.94137383
-4.85511003,2.94137383
-4.85383003,3.03048801
-4.85255003,3.03048801
